Spot_number;HT_Br_141_27754;HT_Br_142_27755;HT_Br_143_27756;HT_Br_145_27757;HT_Br_153_27758;HT_Br_182_30362;HT_Br_184_30363;HT_Br_186_30343;HT_Br_185_30364;HT_Br_189_30367;HT_Br_221_30350;HT_Br_222_30351;HT_Br_227_30353;HT_Br_229_30354;HT_Br_233_30355;HT_Br_122_27749;HT_Br_123_27750;HT_Br_125_27751;HT_Br_126_27752;HT_Br_129_27753;HT_Br_161_27759;HT_Br_162_27760;HT_Br_166_30359;HT_Br_172_30342;HT_Br_173_30361;HT_Br_202_30368;HT_Br_203_30369;HT_Br_204_30346;HT_Br_205_30347;HT_Br_207_30345
1924;763489;323560;698690;698530;385300;361535;5616;40265;29890;6155;194313;258168;94184;454290;2018;391447;488068;598196;590113;368351;646828;478323;464518;8761;9559;38756;23581;309371;83022;0
1937;1832693;1418936;1386695;1313870;2377492;1560891;116280;333378;78468;176250;421539;1213528;14740;1519781;983497;1256417;1449158;1908514;1175700;1511370;1646617;2399557;879750;555083;108802;1252202;55508;368488;1057103;0
1977;2822185;1246774;892309;1163490;1485064;1291699;701074;458614;625079;9006;1229843;1139938;184717;1169004;681927;4783893;1833043;1373978;789864;1630552;5805935;3972011;1220559;1954713;250704;670396;65893;815855;983175;13464
2036;1527596;1060313;1189246;1792847;1940542;865910;28312;199601;122204;16530;428615;851842;77400;726118;5097;1905328;1136086;1587003;1093082;1216502;1845621;1944706;1162585;34377;17413;130309;18022;901420;355740;0
2004;1395315;1808063;1083044;1773796;1702486;703470;1378450;664469;572370;27752;1362915;3433492;725612;1453779;1143531;3563690;1083890;1767439;1209158;1574496;1716867;1773497;1546610;533245;908721;1152427;463966;1152784;1205909;56
2034;1391216;251686;210147;346457;298323;192837;163228;32305;100673;11498;163741;778652;108909;229863;90909;276699;261942;276953;185108;954014;266786;392761;109165;294731;58245;155723;64;240194;268969;74027
2089;3619416;2285642;4997721;1946157;4310583;2885209;162756;79074;745271;34708;1431561;1987332;79358;2437763;1170993;2217483;1689449;2075732;2008867;2826268;3029722;2638263;1753895;459824;728510;960448;38114;1311039;1481243;0
2095;487520;439802;331154;933727;1044591;465255;16574;769;38566;1716;185945;385643;19166;422030;1230;510464;514499;614793;435557;546987;862836;543380;416040;246827;13084;81790;852;381528;193036;0
2126;1633161;1312065;980542;1498643;1417030;864632;10549;4348;52601;9249;292981;703816;24537;974434;1435;1197528;1786252;1579803;805290;1208385;1502148;1558082;1486230;361010;21947;168589;25215;798490;795137;27
2112;2904649;2454557;3017017;2453943;2793249;2033759;477305;25806;311191;3817;1518568;2428217;3491174;5442999;1620104;4238561;1779046;3283837;2291658;3998640;2126208;2980413;1581980;2164462;135786;1574371;121960;3230775;1253385;4318
2191;3355468;4799672;3031227;3016565;3795483;4088922;67509;633998;748213;23143;1419760;2663932;173447;1430829;52709;2438716;3121718;4067776;3174301;2987539;2571378;6560623;2898858;1218646;98729;1278868;86963;1712670;1113377;0
2110;454989;456837;463359;496458;949222;440953;8619;3433;21927;10188;134389;281507;16124;230736;7246;483369;498946;755879;429630;701385;519302;426100;340248;144120;7139;54308;110;364835;239465;0
2165;1634239;1755909;1083392;1128617;1917785;1481594;725014;1130205;901671;8999;1703366;826637;672189;1248141;718296;1751917;942031;1118880;1187275;1722013;1059297;2044382;893271;633710;649355;1031947;45298;1120212;956814;79860
2153;2232941;1318307;3589023;1973492;3345629;1639596;301991;1613393;232225;13504;845910;1790505;37983;1496136;825999;1736469;4134676;1565081;2134890;1421012;1083693;2947368;1075891;322519;692844;486364;73437;863865;1222625;0
2283;1465458;1941246;1899940;1543968;2111935;1456790;1183464;1500531;1239738;292024;1819836;1899245;1143823;1052015;1052468;1102621;1487189;1405329;2931783;2392430;1881433;2121201;1086202;1035777;1025364;1055625;176209;792631;1331377;1335138
2203;460989;493620;382043;328343;410655;89644;3469;5482;5762;23234;124889;47374;4312;328788;6858;392483;255735;589894;497370;462522;285947;444770;401558;845;3837;58651;524;310846;77173;0
2312;1167875;731433;1027206;1257027;1385461;572936;418599;1306552;263100;77219;597289;949416;417552;790048;467920;1689492;1075568;1086135;1045011;2034530;1420193;1091034;691941;3148170;57143;626984;44347;778191;803411;2776
2257;716941;858589;586923;442626;937191;338551;89968;811242;91392;5048;416909;371762;26782;520508;200651;608433;659098;1095281;455268;604723;551709;520673;336404;667143;32068;138437;83424;722546;351564;0
2288;6349581;5388584;5690587;3024737;6140580;5095048;267381;8265;1748449;343802;1438377;2263263;118399;1172654;95999;5095037;5670751;4911251;3481686;5982536;4402070;6194969;2847712;1972960;2508003;310204;3957;1229915;407175;0
2385;304124;340040;406563;397125;559901;362454;157967;3948;37464;1708;378868;286343;351431;405510;96863;330120;371573;874723;668796;586548;699896;262910;361264;85827;33849;302620;1;423213;423564;117828
2359;671859;800428;924528;2329832;813803;478268;71547;1387538;26751;1321;180390;849931;5521;778225;210766;984850;3234451;720806;893562;621251;1015318;900949;620379;2869;142482;204681;0;1448014;303605;167
2391;762224;972771;1486300;1310826;1628539;581351;346622;1898;89771;693;655254;958958;739876;731039;105704;889527;1402880;1079125;1425232;1041782;1462854;1002209;432891;147342;80443;750606;28211;641141;717388;71554
2428;1349764;1400223;1436747;1269117;2395140;816443;546505;2621;151573;1007;728220;1126966;532058;991956;176820;1456777;1721927;1290016;1743529;1915618;1649566;1345398;792164;192352;193117;545905;1646;1731817;708139;190903
2461;2356415;1688127;1318649;1326095;1605837;927231;94753;1138810;18668;11044;328884;877644;113547;1366139;69040;1396455;955307;1796315;1705057;1470921;1025652;2482573;658137;1042197;47383;254139;1850;1686834;765477;1530
2471;1049284;1135783;1439931;1206849;2297729;841398;753533;250409;697307;18452;1030945;677130;325371;1214164;108759;1032984;771564;1250542;887865;1026415;1411989;679692;743496;1313934;384500;796581;4097;1907440;1265198;845157
2565;624262;740705;792889;813776;1405070;369739;21679;21684;6272;56;1488;41709;969318;723572;488897;615888;724475;554124;629655;712322;509481;935586;527625;672166;24810;87220;2995;1134200;284237;33
2537;1641686;1118266;1229159;666806;943564;350129;66214;110107;17144;969;33613;60550;39245;1561693;801422;1011011;1217649;1182583;759125;905562;789877;724836;1214822;734536;86429;134886;2851;1614810;1400605;0
2793;1133808;3521598;1157850;3903193;1635741;973399;580708;187912;251953;504434;1807034;1562143;1022213;1957294;1480303;2349230;733201;2519015;2586890;1222873;1292337;1707393;884681;3463145;897698;3113733;2273310;1198649;1255463;2493966
2800;9791559;7585754;7328208;10342986;6805074;4826966;4143555;191427;1300275;14363;4719958;4540634;14351678;9597475;3295308;6478440;8785819;4911387;4599896;5374418;4745158;8347745;4345029;505377;712247;18142448;216942;6229194;3454365;614698
2801;3325300;1340166;2366230;1282109;1217700;3239975;751124;307995;2345352;963168;86795;265645;985182;573072;0;2556769;999754;856513;964182;4086675;2081441;1328773;1158546;1092527;231672;6;536057;75987;19473;69
2802;3549824;4673624;4361692;3376071;4461716;2286198;2163359;5633518;2021261;6338284;933324;4137189;1559824;2658177;1171853;5044079;3258378;4030076;2879227;4340798;3744446;2730273;3805978;5254191;1447921;18809041;1816550;2864539;1069905;250333
2806;26421014;14411763;19743225;20393566;28799542;8196902;1382129;1639710;3634114;103620;3444404;6769311;4267973;15146356;474829;16298422;13324695;18154188;42625889;18278623;20997542;23835926;7897434;1309962;1073098;1977356;607988;7407140;3072616;21248
2813;36013313;37864316;41701737;27764847;74037223;100008916;51188792;192407955;74283578;43190923;21748550;19528408;20471128;15091519;14045719;41519583;38141366;47181585;25443492;80690470;53164678;30560393;44079380;162476887;17356939;5411271;16198876;13066090;35008000;4054564
2815;7811641;8408043;5778768;10516561;7111571;8628586;2223075;1695517;6523084;1583724;628536;79170;32802;731815;1990;7995829;3890824;6792054;6304078;7216069;12359300;3572262;3642909;5459074;61475;60284;230578;86828;2172362;3066154
